oare_id,source,retrieval_neighbor_ids,retrieval_scores,retrieval_mode
c1cad219-8b91-4edd-97ec-2371148bee7b,"translate Akkadian to English: 2 ú-kà-pu-ú e-dí-ú tum ša iš-tí du-du-ú a-na kà-ar-pá-at ú na-bi-it ṭá-áb-tim al-qé-ú ù e-ma-sú-um ša 10 qé-e iš-tí en-um-a-šùr DUMU ší-ip-ri-im i-na té-ga-ra-ma i-ba-ší 0.5 GÍN KÙ.BABBAR ša {d}UTU-ba-ni i li-bi a-sà-nim 1 GÍN KÙ.BABBAR i tù-a-ri-šu i-da-šum

Retrieved source: 17 GÍN KÙ.BABBAR ší-im e-ma-ri-im 30 ma-na URUDU IŠTAR-pí-lá-aḫ a-na ar-be-e-šu <gap> ù-kà-pu-ú ša-pì-ú-tim 9 ma-na URUDU SIG₅ i ší-im sú-ub-ri-im 1 ma-na URUD…
Retrieved English hint: 17 shekels of silver, the price of a donkey, 30 minas of copper of Istar-pilah, 4 sets of thick saddlecloths, 9 minas of refined copper from the price of a slave, 1 mina of sikku-copper with the son of Istar-bani, 2 jar…",01cc1406-fc42-4252-aeae-6b4538b069c5__c1of2,0.2478,train_to_train
c227c990-44a9-41d6-81f3-243b1ef86e2b,"translate Akkadian to English: 1.5 GÍN KÙ.BABBAR a-na a-šur-ma-lik 1 GÍN a-na ba-ba-a-a <gap> GÍN a-na šu-ku-bi₄-im <gap> i-nu-mì a-na a-lim{ki} i-li-ku-ni a-na ni-qé-šu-nu a-dí-in

Retrieved source: <gap> KÙ.BABBAR a-na a-na-lí-ma 1 GÍN KÙ.BABBAR a-na ni-qé-šu a-na a-šur-ma-lik DUMU ili₅-ma-al-ki a-dí-in 1 GÍN KÙ.BABBAR a-na DUMU a-mur-a-šur i-nu-mì a-na a…
Retrieved English hint: <gap> silver for Anna-ilī and 1 shekel of silver for his sacrifices I gave to Aššūr-malik son of Ilī-malkī.",36cafb3f-2d3b-44e1-af48-608bec6caae3__gc1of1,0.6105,train_to_train
c22e7919-5128-4cff-819b-185bcc50d59d__c1of2,"translate Akkadian to English: en-um-a-šur a-na i-na-aḫ-DINGIR iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šur-ma a-na i-na-aḫ-DINGIR-ma a pu-tí a-lá-ḫi-im a-ḫi-a <gap> a pu-tí a-ḫi-a lu ta-za-za-am lá ta-du-ki ú lá ta-<gap> mì-ma ú-la ḫa-bu-lá-kum ú-lá ša-qú-ra-kum a-dí ma-lá ú ší-ni-šu <gap>-am gám-ri <gap> ra-bi₄ <gap> ga <gap>

Retrieved source: um-ma ša-lim-a-šur-ma a-na i-dí-a-bi₄-im en-na-nim i-na-aḫ-DINGIR a-dí-da en-um-a-šùr a-lá-ḫi-im ù a-mur-IŠTAR qí-bi-ma
Retrieved English hint: From Šalim-Aššur to Iddin-abum, Ennā-num, Inah-ilī, Adida, Ennam-Aššur, Ali-ahum and Amur-Ištar: My tin and my textiles have come to you from the caravan of Anninum's son You have not sent me any silver from that My",aae492c0-7431-42ff-93da-6923e8246714__c1of6,0.3568,train_to_train
c22e7919-5128-4cff-819b-185bcc50d59d__c2of2,"qá-tí lá a-bi a-ta <gap> ma <gap> a-we-lu a-ni <gap> ú iš-tù <gap> nim ta-ma <gap> ma <gap> i-na <gap> im a-ma-ḫa-aṣ <gap> da-mu-kà <gap> ša ni-iš a-lim{ki} kà-i-lá a-na a-lim{ki} ù bé-li-a a-wa-tí bi-lá IGI a-šur-iš-tí-kál DUMU sú-kà-li-a IGI a-ta-ta DUMU <gap>

Retrieved source: ú <gap> bi lim a <gap> nu IGI <gap> a-na a-lim{ki} lu ni-lik tí-ma-li-ma áš-a-al-ku-nu-ma um-ma
Retrieved English hint: of paying the silver keep answering me harshly, and you are unwilling to pay the silver. Do not obstruct me, but show me where your father's outstanding claims are, so I can assist you in having the silver paid, so we c…",cbfb79f1-b5c9-4f85-99e0-eb44dca75171__c2of8,0.2966,train_to_train
c239b87d-5f27-4254-816d-e37e8a173564,"translate Akkadian to English: i-na a-wa-at {d}IM mì-ḫu-um ù sá-as-qí-um

Retrieved source: ma-na-um 0.5 ma-na sá-as-qí-il₅-šu-nu-tí za-ku-sà ma-lá KÙ.BABBAR ta-am-ḫu-ra-ni šu-up-ra-nim-ma úz-ni pí-té-a a-
Retrieved English hint: 15 5 minas <gap> shekels of silver, and further 0 5 mina 3 shekels <gap> is left <gap> to my maid <gap> """,3a8a9acb-4ca2-46fa-9a09-bb60fdd075d6__c5of5__gc1of1,0.3304,val_to_train
c2609f8b-ae5b-45b8-b074-02b850553da7__c1of2,"translate Akkadian to English: 4.3333 ma-na 5 GÍN.TA AN.NA bi₄-il₅-tám a-dí za-al-pá ik-šu-dam 0.6666 ma-na 5 GÍN AN.NA ta-ší-a-tum ša ša-du-im 4 ma-na AN.NA ni-is-ḫa-tum ša É.GAL i-na ša i-sú-rik₁₃ ša i-ri-šum ub-lá-ni a ma-lá ṭup-pì-šu

Retrieved source: a-na 4 GÚ AN.NA a-wi-it e-lá-ma 4 ma-na 15 GÍN.TA da-tum 17 ma-na AN.NA ik-šu-sú 5 ma-na AN.NA a-na ANŠE me-tim ku-na-a iš-ku-ni-a-tí 0.3333 ma-na 7.5 GÍN a-na…
Retrieved English hint: On 4 talents of tin, the declared value of Elamma('s merchandise), the road-tax at 4 minas 15 shekels tin per (talent) amounted for him to 17 minas of tin 5 minas of tin Kunnāya charged us for a donkey that had died I p…",b97f88d8-1272-4dfe-b120-de9c89afcb84__c1of3,0.3253,train_to_train
c2609f8b-ae5b-45b8-b074-02b850553da7__c2of2,"ú-sà-ni-iq-šu-ma bi₄-il₅-tum 2.5 ma-na im-ṭí i-na AN.NA ša šé-ep i-ri-ší-im 2.3333 ma-na AN.NA i-na i-šé-ra-tim ša É a-lim{ki} i-tí-ra-ma ša-lim-a-šur il₅-qé-šu IGI i-sú-ri-ik IGI i-ri-ší-im

Retrieved source: ú-sà-ni-iq-šu-ma bi₄-il₅-tum 2.5 ma-na im-ṭí i-na AN.NA ša šé-ep i-ri-ší-im 2.3333 ma-na AN.NA i-na i-šé-ra-tim ša É a-lim{ki} i-tí-ra-ma ša-lim-a-šur il₅-qé-š…
Retrieved English hint: 5 minas were missing on each talent Of the tin transported by Irišum 2 3333 minas of tin from the of the City Hall was in excess, and Šalim-Aššur took it Witnessed by Issu-arik, witnessed by Irišum",c2609f8b-ae5b-45b8-b074-02b850553da7__c2of2__gc1of1,1.0000,train_to_train
c263f133-0006-48ba-8611-49290bc396ff,"translate Akkadian to English: KIŠIB a-ba-ba a-na a-lá-ḫi-im DUMU šál-ma-a-šur

Retrieved source: KIŠIB a-ba-ba a-na a-lá-ḫi-im DUMU šál-ma-a-šur
Retrieved English hint: Seal of Ababa; to Ali-ahum son of Šalim-Aššur.",c263f133-0006-48ba-8611-49290bc396ff__gc1of1,1.0000,train_to_train
c2c584b3-3042-492e-845d-f683059b3778,"translate Akkadian to English: a-na ma-nu-ki-a-šùr DUMU a-šùr-DU₁₀ ù a-ḫa-tim DUMU ší-na-na-tim KIŠIB ú-ṣur-ša-a-šùr DUMU šu-ku-bi₄-im

Retrieved source: a-na ma-nu-ki-a-šùr DUMU a-šùr-DU₁₀ ù a-ḫa-tim DUMU ší-na-na-tim KIŠIB ú-ṣur-ša-a-šùr DUMU šu-ku-bi₄-im
Retrieved English hint: To Mannu-kī-Aššur son of Aššur-ṭāb and Ahātum daughter(!) of Šinanātum; sealed by Uṣur-ša-Aššur son of Šu-Kūbum.",c2c584b3-3042-492e-845d-f683059b3778__gc1of1,1.0000,train_to_train
c2f7be6d-bd91-41aa-994e-bda90458437b__c1of2,"translate Akkadian to English: ni-kà-sí ma-aḫ-ri-ni i-dí-a-bu-um ù ša-lim-a-šùr i-sí-ú a-na mu-lá-a 10 ma-na KÙ.GI ší-ip-kà-at i-sú-rik₁₃ ša a-na ša-lim-a-šùr ša-ap-ku É áš-du ù wa-ar-kà-sà i-dí-a-bu-um ki-ma i-sú-rik₁₃ a-na ša-lim-a-šùr i-dí-in

Retrieved source: ša-lim-a-šùr ù šu-be-lúm DUMU i-dí-a-bi-im ni-kà-sí ma-aḫ-ri-ni i-sí-ú-ma 1 GÚ 13 ma-na URUDU lá-mu-na-am i-ṣé-er šu-be-lim ša-lim-a-šùr i-dí-i um-ma ša-lim-a-…
Retrieved English hint: Šalim-Aššur and Šu-Bēlum son of Iddin-abum settled accounts before us, and Šalim-Aššur submitted 1 talent 13 minas of bad copper as a claim on Šu-Bēlum On the orders of Issu-arik, my father, I wrote",82b2c169-af37-4c2b-bfdd-0fa305d42fe0__c1of3__gc1of1,0.4276,val_to_train
c2f7be6d-bd91-41aa-994e-bda90458437b__c2of2,"É áš-du ù wa-ar-kà-sà ša ša-lim-a-šùr IGI lá-qé-ep IGI a-ku-za a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in

Retrieved source: a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI a-ku-za IGI MAR.TU-ba-ni IGI lá-qé-ep i-tur₄-DINGIR DUMU a…
Retrieved English hint: The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger Witnessed by Akuza, by Amurrum-bāni, by Lā-qēp Itūr-ilī son of Amur-Ištar is our (absent) partner",b7d8d32f-5d79-42be-8369-5598650c20f9__c3of3__gc1of1,0.6276,val_to_train
c303e825-8e2c-4a8f-8cc3-8bbe54f4e067__c1of2,"translate Akkadian to English: um-ma ku-du-du-ma a-na mu-za ù en-nam-a-šur qí-bi₄-ma 17 ma-na URUDU ší-kam a-na kà-na-a kà-ṣa-ri-ni a-dí-in-ma pu-úz-ra-am i ṣa-at a-ma-kam ṣa-ba-sú-ma 2.5 ma-na.TA a KÙ.BABBAR ṣa-ba-at-ma KÙ.BABBAR ša-áš-qí-il₅-šu 1 ma-na ni-ga-li ku-nu-ki-a a-na mu-za a-šur-GAL na-ší 2 GÍN KÙ.BABBAR

Retrieved source: a-na ku-da-tim qí-bi₄-ma um-ma na-áb-sú-in-ma ù en-um-a-šùr-ma a-na ma-lá ta-áš-pu-ra-ni a-na-kam ni-iš-pè-er-ta-kà áš-me-ma a-dí-i KÙ.BABBAR 1 ma-na-im ša aḫ-…
Retrieved English hint: To Kudātum from Nāb-Suen and Ennam-Aššur: In accordance with what you wrote, I listened to your missive here, and I seized him with respect to every mina of silver that Ah-šalim owes to you, but he did not give me",824a34df-64f4-4160-aca9-619f4ee9e3fe__c1of3,0.2903,val_to_train
c303e825-8e2c-4a8f-8cc3-8bbe54f4e067__c2of2,"ku-nu-ki-a pì-it-ḫa-na ub-lá-ku-um a-ḫa-ma 5.6666 ma-na URUDU SIG₅ ig-ri-šu šu-a-tí-ma a-dí-šu-um a-na en-nam-a-šur qí-bi₄-ma AN.NA-ki-ma ni-iṣ-ba-at-ma 7 ma-na KÙ.BABBAR nu-ša-ak-ni-ik a-na a-lu-a-ma ni-ip-qí-id a-ṣé-ri-kà ù a ší-bu-tí KÙ.BABBAR a-ma-kam i ri-iš ṭup-pì-a <gap>

Retrieved source: a-na en-nam-a-šur ù a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pí-a-šur-ma 10 ma-na AN.NA ku-nu-ki-a e-ni-iš-ta-ru-um ub-lá-ku-nu-tí 1 TÚG SIG₅ a-lu-a ub-lá-ku-nu-tí a-ḫu-…
Retrieved English hint: To Ennam-Aššur and Ali-ahum from Damiq-pī-Aššur: Eništārum brought 10 minas of tin under my seal to you Aluwa brought you 1 fine textile My dear brothers, send me the proceeds in silver from the tin and my textiles and…",33b90e73-c938-4e04-9297-7c505de1516c__c1of3,0.3526,val_to_train
c3289c64-ada5-448c-983a-29b0c2ba72fc__c1of3,"translate Akkadian to English: 20 2 GÚ SÍG.ḪI.A 94 maš-ku 10 ANŠE.ḪI.A ṣa-lá-mu a-ḫa-ma 12 ú-kà-pu ša qá-ra-bi-tim ú ú-nu-sú-nu mì-ma a-nim ku-nu-ki-a a-na ša-lim-ar-dí ù

Retrieved source: a-na a-mur-{d}UTU a-šùr-DU₁₀ ù lá-qé-pí-im qí-bi-ma um-ma en-um-a-šùr-ma 20 2 GÚ SÍG.ḪI.A ku-nu-ki-a 94 maš-ki 10 ANŠE.ḪI.A ṣa-lá-mì ú ú-nu-sú-nu mì-ma a-nim š…
Retrieved English hint: To Amur-Šamaš, Aššur-ṭāb and Lā-qēp from Ennam-Aššur: 22 talents of wool under my seal, 94 fleeces, 10 black donkeys and their harness - all this Šalim-wardī and Šēp-Ištar lead to you Lock the wool and the hides in the…",28d4a4b2-f9df-4d3a-9fba-73dc2ed357df__c1of3,0.5549,val_to_train
c3289c64-ada5-448c-983a-29b0c2ba72fc__c2of3,"šé-ep-IŠTAR áp-qí-id a-ḫa-ma 8 GÍN AN.NA 40 sí-pá-ra-tim 10 šé-ni-in ša ṣú-ùḫ-ri-im lu ša sí-ni-iš-tim 8 ma-ar-šu 10 mu-uš-ṭá-tum 2 ša ta-as-kà-ri-ni 50 ki-bu-na-nu ša 0.3333

Retrieved source: 4 me-at sí-pá-ra-tum 18 šé-na-tum 34 šé-na-tum ša ṣú-ùḫ-ri-im a-na 15 šé-ri-šu ma-ar-šu a-na 2 ší-ni-šu ša za-ak-ri-im 10 ku-li-ta-nu 30 mu-uš-ṭá-tum 0.5 SÌLA…
Retrieved English hint: 400 bronze pins, 18 shoes, 34 children's shoes, 15 sets of straps, twice for men, 10 -vessels, 30 combs, ½ litre of olive oil - all this Ennam-Aššur and Ali-ahum gave to our father.",a1251a33-431a-401a-b678-d8b20181ddda,0.4339,val_to_train
c3289c64-ada5-448c-983a-29b0c2ba72fc__c3of3,"GÍN e-ba-du-ni 6 ku-li-ta-nu ú ša 0.3333 GÍN du-ug-li mì-ma a-nim a-na qá-tí-šu-nu a-dí-in

Retrieved source: 8 šé-ni ša ṣú-ùḫ-ri-im 3 ma-ar-šu e-ba-du-ni du-ug-li mì-ma a-nim a-na qá-tí-šu-nu a-dí-in e-zi-ib sà-ḫe-er-tám ša i pá-ni-tim a qá-tí-šu-nu a-dí-nu-ni 19 GÚ 2…
Retrieved English hint: their harness, 25 textiles - all this in their second transport.",0309d067-0bb7-40f6-9d27-1dfb0c60e507__c2of2,0.5196,val_to_train
c3869625-13bf-4e73-9ed6-2d15832d93b3,"translate Akkadian to English: 3 ma-na 16.1666 GÍN KÙ.BABBAR ki-ma a-šùr-ma-lik DUMU lu-zi-na a-šùr-GAL DUMU ma-nu-um-šu-um-šu i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé IGI i-lá-áš-ra-ni DUMU sú-kà-li-a IGI en-na-sú-in DUMU i-dí-a-bi₄-im

Retrieved source: 1.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam šu-ku-bu-um DUMU e-na-ma-nim il₅-qé IGI i-lá-áš-ra-ni DUMU sú-kà-li-a IGI en-na-sú-in DUM…
Retrieved English hint: Šu-Kūbum son of Ennam-Anum has received 1.3333 mina of refined silver from the proceeds of Ušinalam's wool. Witnessed by Ilī-ašrannī son of Sukkalliya, by Enna-Suen son of Iddin-abum.",65f070ed-2141-4097-ba4b-86eb82920e71,0.6372,train_to_train
c3b4e17f-2e5f-4e77-aff2-9f0af73c846b__c1of2,"translate Akkadian to English: KIŠIB en-um-a-šur DUMU IŠTAR-lá-ma-sí KIŠIB in-ba-a-šur DUMU pì-lá-aḫ-sú-in KIŠIB PUZUR₄.IŠTAR DUMU DINGIR-na-da 3 GÍN KÙ.BABBAR i-ṣé-er PUZUR₄.IŠTAR DUMU DINGIR-na-da DAM.GÀR i-šu

Retrieved source: KIŠIB en-um-a-šur DUMU IŠTAR-lá-ma-sí KIŠIB in-ba-a-šur DUMU pì-lá-aḫ-sú-in KIŠIB PUZUR₄.IŠTAR DUMU DINGIR-na-da 3 GÍN KÙ.BABBAR i-ṣé-er PUZUR₄.IŠTAR DUMU DING…
Retrieved English hint: Seal of Ennam-Aššur, son of Ištar-lamassī, seal of Inib-Aššur, son of Pilah-Suen, seal of Puzur-Ištar, son of Ilī-nādā 3 shekels of silver Puzur-Ištar, son of Ilī-nādā owes to the creditor",c3b4e17f-2e5f-4e77-aff2-9f0af73c846b__c1of2__gc1of1,1.0000,train_to_train
c3b4e17f-2e5f-4e77-aff2-9f0af73c846b__c2of2,"iš-tù ḫa-mu-uš-tim ša šu-ku-bi-im ú ka-zi-a 22.5 ŠE i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-DINGIR li-mu-um ša qá-té {d}IŠKUR-ba-ni

Retrieved source: iš-tù ḫa-mu-uš-tim ša šu-ku-bi-im ú ka-zi-a 22.5 ŠE i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-DINGIR li-mu-um ša qá-té {d}IŠKUR-ba-ni
Retrieved English hint: From the week of Šu-Kūbum and Kaziya he will add 1 / 8 shekel per month as interest Month IV, eponymy of the successor of Adad-bāni",c3b4e17f-2e5f-4e77-aff2-9f0af73c846b__c2of2__gc1of1,1.0000,train_to_train
c3cbcb45-835e-4139-a6e2-ced1d7882bca,"translate Akkadian to English: <gap>-na GÍR ša a-šur iṣ-ba-at-ma a-šur-ma-lik DUMU {d}UTU-na-ṣí-ir pí-šu iš-me a-šur-ta-ak-lá-ku DUMU a-<gap> tap-pá-ú-šu

Retrieved source: <gap>-na GÍR ša a-šur iṣ-ba-at-ma a-šur-ma-lik DUMU {d}UTU-na-ṣí-ir pí-šu iš-me a-šur-ta-ak-lá-ku DUMU a-<gap> tap-pá-ú-šu
Retrieved English hint: <gap>na seized Aššur's dagger and Aššur-malik son of Šamaš-nāṣir heard his statement. Aššur-taklāku son of A<gap> was his (absent) partner.",c3cbcb45-835e-4139-a6e2-ced1d7882bca__gc1of1,1.0000,train_to_train
c3cbddd4-9d34-45b2-a6bd-7aae1bc63622,"translate Akkadian to English: KIŠIB ì-lí-áš-ra-ni DUMU a-šur-DU₁₀ KIŠIB šu-sú-in DUMU da-dí-im KIŠIB e-nu-bé-lúm ša ší-tí ša ḫu-bu-ul ir-ma-a-šur i-na ITU.1.KAM bé-el-tí-É.GAL li-mu-um ša qá-té a-šur-na-da a-na <gap> nim i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA 1 ma-na-um ki-ma a-wa-at kà-ri-im ṣí-ib-tám i-na ITU.KAM-im ú-ṣa-áb

Retrieved source: li-mu-um sá-ma-a a-na <gap> ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im 1.5 GÍN.TA i-na ITU.KAM-im a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb KIŠIB PUZ…
Retrieved English hint: if he does not pay he will add in accordance with the regulation of the colony an interest of 1 5 shekel per month per mina Seal of Puzur-Anna, son of Iddin-Adad,",7446a8ba-6379-4450-91de-581a7fe38565__c2of4,0.5231,train_to_train
c405b898-7776-461e-ab0d-b80f4280f52e,"translate Akkadian to English: KIŠIB ḫa-nu-nu-DUB.SAR li-ip-tí-IŠTAR DUMU lá-li-im ù ú-ṣur-ša-IŠTAR a-na a-la-ḫi-im DUMU šál-ma-a-šur

Retrieved source: KIŠIB ḫa-nu-nu-DUB.SAR li-ip-tí-IŠTAR DUMU lá-li-im ù ú-ṣur-ša-IŠTAR a-na a-la-ḫi-im DUMU šál-ma-a-šur
Retrieved English hint: Seal of hanunu, scribe, of Lipit-Ištar son of Lālum and of Uṣur-ša-Ištar; to Ali-ahum son of Šalim-Aššur.",c405b898-7776-461e-ab0d-b80f4280f52e__gc1of1,1.0000,train_to_train
c4086676-7cc4-4c23-aeff-3990c0bfcf5a,"translate Akkadian to English: 3 GÍN KÙ.BABBAR a-gi-a na-áš-a-ki-im 3 GÍN KÙ.BABBAR PUZUR₄-a-šùr na-áš-a-ki-im a-na IŠTAR-lá-ma-sí qí-bi₄-ma ší-im pí-ri-kà-ni iš-tí ṣú-ḫa-ri-ku-nu

Retrieved source: <gap> GÍN KÙ.BABBAR a-ḫa-ma 3 GÍN KÙ.BABBAR ší-im UDU <gap> GÍN KÙ.BABBAR <gap> a-na a-gi-a
Retrieved English hint: <gap> shekels of silvr, further, 3 shekels of silver, the price of a sheep;",afe3e836-87a1-40f7-9860-9c256f83b325__gc1of1,0.3537,train_to_train
c43894d2-648d-4dad-bc90-06510080c239,"translate Akkadian to English: 1 ma-na KÙ.BABBAR a-na a-šur-ma-lik dí-in-šu-ma i-na ša na na-ru-qí-im i-na ša li-bi₄-ni nu-ṣa-ḫa-ar 2 ma-na KÙ.BABBAR a-na ta-ad-mì-iq-tim a-na ku-da-nim i-dí-in 0.5 ma-na KÙ a-na ku-lu-ma-a <gap> 10 GÍN a-na ra-qí-tim ša lá-ma-sí

Retrieved source: 4 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na en-um-a-šur DUMU ú-zu-a a-na ta-ad-mì-iq-tim a-dí-in 0.5 ma-na KÙ.BABBAR iš-tù bu-ru-uš-ḫa-tim i-na
Retrieved English hint: 10 shekels of silver with Šu-Ištar 1 shekel with Qaqqadānum 4 shekels with Šu-Bēlum 2 shekels with Idnāya 4 talents of wool and a I left inside the house",4433bc7d-6c00-4d83-a763-c6a6921c3537__c4of4__gc1of1,0.3988,train_to_train
c4509217-0fed-4328-8bc6-fb9fb41f229e,"translate Akkadian to English: 15 GÍN KÙ.BABBAR i-na li-bi₄ i-ri-ší-im DUMU a-mur-{d}UTU iš-tù ḫa-mu-uš-tim ša i-na-a DUMU e-lá-li ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb

Retrieved source: 15 GÍN KÙ.BABBAR i-na li-bi₄ i-ri-ší-im DUMU a-mur-{d}UTU iš-tù ḫa-mu-uš-tim ša i-na-a DUMU e-lá-li ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb
Retrieved English hint: 15 shekels of silver is owed by Irišum son of Amur-Šamaš. Reckoned from the week of Innaya son of Elāli he will add interest in accordance with the rule of the colony.",c4509217-0fed-4328-8bc6-fb9fb41f229e__gc1of1,1.0000,train_to_train
c45f0b9e-0e0c-4d20-aded-91fd0587928c,"translate Akkadian to English: a-na ša-zu-a ša-lim-ma ú bi-ta-a <gap>

Retrieved source: a-na ša-zu-a ša-lim-ma ú bi-ta-a <gap>
Retrieved English hint: To Šazua, Šalimma and Bitaya <gap>",c45f0b9e-0e0c-4d20-aded-91fd0587928c__gc1of1,1.0000,train_to_train
c480f93e-7128-487d-a75f-22b22ca0062e__c1of6,"translate Akkadian to English: um-ma e-la-ma ù a-šur-dan-ma a-na a-mur-IŠTAR a-šur-na-da ù ku-ni-lim qí-bi₄-ma 7 ma-na 12 GÍN KÙ.BABBAR i-dí-IŠTAR ub-lam nu-sà-ni-iq-šu-ma 7 GÍN im-ṭí 13 GÍN i

Retrieved source: nu-sà-ni-iq-šu-ma 4 GÚ 6 ma-na 5
Retrieved English hint: and Šuppun-ahšu. 2 minas 5 shekels of refined silver is owed by Aluwa. 0.3333 mina of refined silver is the working capital of Lulu son of Aššuriš-tikal. 1 mina of refined silver is the working capital of Šu-Ištar son o…",8376cbda-b423-42d4-abb5-188d04896392__c3of8,0.4518,train_to_train
c480f93e-7128-487d-a75f-22b22ca0062e__c2of6,"ma-sà-im im-ṭí 1.5 ma-na KÙ.BABBAR a pá-ni IŠTAR-pì-lá-aḫ ra-dí ú-nu-tim ša ḫi-na-a nu-šé-bi₄-il₅ 1.5 ma-na KÙ.BABBAR

Retrieved source: ma-sà-im im-ṭí 1.5 ma-na KÙ.BABBAR a pá-ni IŠTAR-pì-lá-aḫ ra-dí ú-nu-tim ša ḫi-na-a nu-šé-bi₄-il₅ 1.5 ma-na KÙ.BABBAR
Retrieved English hint: Elamma sent 1 mina for Būr-Suen, the transporter of the 0 5 mina of silver for Aššur-dān, the transporter of hinnāya Elamma also sent 33 shekels of silver for Iddin-Suen, the harnesser of Karwāya - we gave it",c480f93e-7128-487d-a75f-22b22ca0062e__c2of6__gc1of1,1.0000,train_to_train
c480f93e-7128-487d-a75f-22b22ca0062e__c3of6,"a-na DUMU a-ḫa-tim ra-dí ú-nu-tim ša ku-ni-lim nu-šé-bi₄-il₅ 1 ma-na a-na bur-sú-in ra-dí ú-nu-tim ša DAM.GÀR-ri-im e-lá-ma

Retrieved source: a-na DUMU a-ḫa-tim ra-dí ú-nu-tim ša ku-ni-lim nu-šé-bi₄-il₅ 1 ma-na a-na bur-sú-in ra-dí ú-nu-tim ša DAM.GÀR-ri-im e-lá-ma
Retrieved English hint: to him because he over us in a conflict, - from the balance payment of the caravan of Aššuriš-tikal, son of Sukkalliya, and 10 shekels of silver he owes, (for) he used it for his own balance payment",c480f93e-7128-487d-a75f-22b22ca0062e__c3of6__gc1of1,1.0000,train_to_train
c480f93e-7128-487d-a75f-22b22ca0062e__c4of6,"ú-šé-bi₄-il₅ 0.5 ma-na a-na a-šur-dan ra-dí ú-nu-tim ša ḫi-na-a e-lá-ma-ma ú-šé-bi₄-il₅ 0.5 ma-na 3 GÍN KÙ.BABBAR a-na i-dí-sú-in kà-ṣa-ar kàr-wa-a i-na a-wa-tim i-bu-ni-a-tí-ma ni-dí-šum ša ni-ip-lá-tim ša ILLAT-at

Retrieved source: 1 ma-na KÙ.BABBAR ša ḫi-na-a e-lá-ma a-na i-dí-sú-en₆ ú-šé-bi₄-il₅ ṣé-eḫ-ri-lí ú-bi₄-il₅ IGI na-ni-a IGI a-šur-DU₁₀
Retrieved English hint: 1 mina of silver belonging to hinnāya Elamma dispatched to Iddin-Suen, Ṣeher-ilī brought it away. Witnessed by Naniya, by Aššur-ṭāb.",f36e5cf9-b9fd-4c75-8137-4765ccdf16e7__gc1of1,0.3953,train_to_train
c480f93e-7128-487d-a75f-22b22ca0062e__c5of6,"a-šur-iš-ta-kál DUMU sú-kà-li-a ù 10 GÍN KÙ.BABBAR ša li-bi₄-šu a-ni-pì-il₅-tí-šu-ma e-ta-kál kà-ṣa-ru-um ša ḫi-na-a ša iš-tù a-lim{ki} is-ri-da-ni 3 TÚG-tí-šu a-na bé-ú-lá-tí-šu ú-ša-qí-il₅-ni-a-tí-ma 4 GÍN 22.5 ŠE KÙ.BABBAR ni-pu-ul-šum

Retrieved source: 1 ma-na 3.5 GÍN KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at a-šùr-i-mì-ti iš-tí KÙ uk-ta-al šu-ma a-na a-lim{ki} lá ik-šu-dam-ma iš-tí-a lá is-ri-dam iš-tù ḫa-mu-uš-tí-im…
Retrieved English hint: 1 mina and 3 5 shekels of refined silver, is the working capital of Aššur-imittī he is held by the silver If he does not arrive in the City and does not pack together with me, then from the week of Iliš-tikal and Šu-Anu…",22c99822-e9ad-4595-b753-67eb59fb804f__c1of2,0.2532,train_to_train
c480f93e-7128-487d-a75f-22b22ca0062e__c6of6,"0.3333 ma-na 0.5 GÍN KÙ

Retrieved source: i-na 0.3333 ma-na 4 GÍN KÙ.BABBAR ší-im am-tí-im ša a-na
Retrieved English hint: Of 24 shekels of silver, the price of the slave-girl, which I had given to Atanah, he gave 4 shekels of silver to Ahu-waqar( ) 11 8333 shekels of silver he gave to Bēlum-bāni 7 shekels of silver, the",95445314-2aa6-4e78-85d3-58bb252ffdc8__c1of9__gc1of1,0.4702,train_to_train
